Timestamp,UniqID,소속,학년,성별,1. 블랙보드 시스템에 전반적으로 만족하십니까?,2. 학기중 블랙보드에는 얼마나 자주 접속하십니까?,3. 학기중 블랙보드를 가장 많이 활용한 시간대는 언제입니까?,4. 학기 중 블랙보드 사이트 접속이 신속하게 이루어집니까?,5. 어떤 브라우저를 사용하여 블랙보드를 주로 접속하십니까?,6. 블랙보드 메인 화면의 구성 및 디자인에 만족하십니까?,7. 블랙보드 강의실 내 메뉴는 직관적이라고 생각하십니까?,8. 블랙보드에서 제공되는 정보들은 잘 분류되어 있습니까?,"9. 블랙보드 내 글자 크기(메뉴 텍스트, 본문, 코스 정보 등)는 적정합니까?",10. 블랙보드 내에서 가장 선호하는 온라인수업(비대면) 운영 방식은 무엇입니까?,11. 귀하가 생각하는 가장 효과적인 블랙보드 내 학습활동은 무엇입니까?,12. 블랙보드 내 학습의 한계는 무엇이라고 생각하십니까?,13. 블랙보드 내 수강 환경의 한계는 무엇이라고 생각하십니까?,14. 블랙보드 영상 출석콘텐츠 수업 방식에 대해 전반적으로 만족합니까?,15. 블랙보드 영상 출석콘텐츠 수업 방식의 한계는 무엇이라고 생각하십니까? (복수응답 가능),"16. 실시간 화상강의(Zoom, Collaborate) 수업 방식에 대해 전반적으로 만족합니까?","17. 실시간 화상강의(Zoom, Collaborate)를 활용한 온라인수업의 한계는 무엇이라고 생각하십니까? (복수응답 가능)",18. 블랙보드 내에서 가장 선호하는 소통 방식을 선택하여 주십시오. ,19. 블랙보드 기능에 전반적으로 만족하십니까?,20. 블랙보드 기능은 전반적으로 사용하기 쉽습니까?,"21. 블랙보드 이용 시 오류를 겪었다면, 어떤 유형의 오류였는지 표기해주십시오. (복수응답 가능)",22. 블랙보드 홈페이지는 LMS를 사용하는데 필요한 정보를 손쉽게 찾고 관련 안내를 신속하게 전달할 수 있도록 구성되었습니다. 이 구성에 만족하십니까? ,23. 모바일 APP Blackboard는 웹에서 이용하는 주요 기능을 모바일 기기에서 이용 가능하도록 구성되었습니다. 모바일 APP 이용에 얼마나 만족하십니까?,24. 모바일 APP 이용 시 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"25. 코스 화면에서는 과거 코스, 현재 수강 중인 코스 목록을 손쉽게 파악할 수 있도록 구성되어 있습니다. 코스 화면 구성에 만족하십니까?",26. 코스 화면에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,27. 코스 홈 접속 후 좌측에 나타나는 코스 메뉴 구성에 만족하십니까?,28. 코스 메뉴 구성에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,29. 코스 메뉴 공지사항 기능에 만족하십니까?,30. 코스 메뉴 공지사항 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"31. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능에 만족하십니까? ","32. 영상 출결 콘텐츠(커먼즈, 유튜브, 구글 드라이브) 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.","33. 과제 제출 및 피드백 기능(턴잇인, SafeAssign)에 얼마나 만족하십니까?",34. 과제 제출 및 피드백 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"35. 그룹활동(토론, 블로그, 저널) 기능에 만족하십니까?","36. 그룹활동(토론, 블로그, 저널) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",37.  영상 출결 콘텐츠  출석 현황 기능에 만족하십니까?,38. 녹화영상 출석 현황에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,39. 시험/락다운브라우저 기능에 만족하십니까?,40. 시험/락다운브라우저 기능 중 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,"41. 실시간 강의 도구(ZOOM, Collaborate) 기능에 만족하십니까? ","42. 실시간 강의 도구(ZOOM, Collaborate) 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.",43. 성적 기능에 얼마나 만족하십니까?,44. 성적 기능에서 개선되었으면 하는 점을 자유롭게 작성하여 주십시오.,45. 학습관리시스템(LMS) 블랙보드와 관련하여 개선되었으면 하는 사항 및 기타 하고 싶으신 말씀에 대해 작성해주십시오.,46. 차세대 학습관리시스템(LMS)를 도입하는 것에 대해 어떻게 생각하십니까? ,47. 차세대 학습관리시스템(LMS)을 도입을 희망하지 않는 이유에 대해 작성하여 주십시오.,48. 차세대 학습관리시스템(LMS)을 도입을 희망하는 이유에 대해 작성하여 주십시오.,"49. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 반드시 유지해야 하는 기능에 대해 작성하여 주십시오.","50. 차세대 학습관리시스템(LMS)을 도입하게 된다면, 새롭게 도입되길 희망하는 기능에 대해 작성하여 주십시오."
2022/10/30 11:37:45 PM GMT+9,N1376yoj,경영전문대학원 Korea MBA전공,석사과정,남,5,하루에 한 번,저녁 (18:00-24:00),5,크롬(Chrome),5,5,5,5,실시간 화상강의(Zoom),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,영상 출석콘텐츠 수업 경험 없음,수업 내용 이해 어려움;상호작용 불가로 인한 질의응답 어려움,만족,음향이 작거나 울림;수업 내용 이해의 어려움,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",5,5,없음,4,3,화면이 작아서 활용도 제한적입니다,5,코스별로 상단 고정 메뉴 적용 가능 하면 편리할것 같습니다.,4,배열 순서를 개인이 조정할수 있으면 좋을것 같습니다.,4,Q&A 댓글 기능 필요해보입니다,3,사용 안해봤습니다.,4,과제제출 후 복제검사 평기시간이 남은 시간 시각적으로 보여주시면 좋을것 같습니다.,4,잘 사용않하는것 같고 교수님이 해당 메뉴 설명 거의 없어서 그룹활동 거의 안사용해요 개인 줌이나 카톡 단톡 이용하는듯 해요,3,사용 안해봤어요,3,사용 안해봤어요,4,속도 느리거나 인터넷 연결 환경 속도 안좋으면 튕기거나 접속 잘 안되는것 같아요,3,"부분 성적만 표기되고 전체성적에 과제, 출석, 그룹과제, 중간, 기말 성석 모두 일관되게 점수로 보여 지지 안고 교수님 별로 각자 다른 기간, 성적 분포등 일관성 없어요",설문조사 의견 반영 해서 개선해주시면 감사하겠습니다.,차세대 학습관리시스템(LMS) 도입 희망,,"폐쇠성 교육기관의 시대는 이미 경쟁력을 잃어가고 있다는것 잘 아실것 같아요. 유튜브에 하버드, mit 등 강의 업로드 됩니다","사용자 검증, 컨텐츠 ip",교수와 학생 수강자 간의 상호 피드백 기능
2022/10/31 12:07:39 AM GMT+9,B2327plx,공과대학 건축사회환경공학부,1학년,남,2,하루에 3회 이상,오후1 (12:00-15:00),4,크롬(Chrome),1,2,2,2,실시간 화상강의(Collaborate),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,만족,상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",2,1,없음,1,1,"1. 모바일 APP의 경우 코스 내 공지사항, 강의자료 메뉴를 실시간으로 반영하지 않고 사용자가 해당 메뉴에 접속했을 때 업데이트되는 구조로 되어 있음. (이 때문에 사용자가 열람하지 않은 공지사항이나 과제가 스트림에 표출되지 않거나, 제출한 과제가 미제출로 표출되는 현상 등이 발생) 이 때문에 실시간 푸시 알림 또한 오지 않는 오류가 빈번하게 발생하고 있음. 수강자 입장에서 굉장히 치명적인 결함이므로, 속히 해결을 요함.

2. 모바일 APP의 수강 코스 화면에서 수업이 과목명 내림차순으로 정렬되는데, 이 때문에 이번 학기에 수강하는 코스보다 되려 현재 불필요한 이전 학기 코스가 위에 표출되고 있는('221R'이 '222R'보다 위로 정렬되는) 문제가 발생하고 있음. 홈페이지처럼 학기별로 구분하여 표출할 것을 권고함.

상기한 문제를 비롯한 여러 하자로 인해, 실제 사용자들은 모바일 APP가 푸시 알림용 외에는 전혀 유용하지 않고 브라우저를 통해 블랙보드 홈페이지를 이용하는 것이 훨씬 낫다고 평가하고 있음. 모바일의 UI가 홈페이지보다 더 가벼워야 하는 것이 상식인데도 현재 모바일 APP은 오히려 무겁고 최적화되지 않은 구성으로 상식에 역행하고 있음. 홈페이지의 구성을 따라갈 여건이 되지 않는다면 모바일 APP 운용을 포기하고 브라우저를 통해 푸시 알림을 전달하는 기능을 추가하는 것이 더 나을 것임.",1,"한 학기당 많게는 9개의 코스까지도 수강하는데, 한 코스당 과도하게 큰 화면을 차지하고 있어 스크롤 없이 모든 코스를 파악하기 어려움. 일반 PC 화면이나 모바일 기준으로 한 화면에 스크롤 없이 최소 10개의 코스가 노출될 수 있도록 개선을 권고함.",2,"1. 강의계획서(Syllabus) 메뉴에서 열람할 수 있는 문서가 교수자가 작성한 syllabus(교수자가 직접 생성한, 수강신청 사이트에서 확인할 수 있는 syllabus)가 아니라 블랙보드만의 독자적인 계획서로 등록되어 있는데, 내용이 빈약하고 syllabus의 파편화를 초래해 학생에게 혼란과 불편을 초래하고 있음. 강의계획서 메뉴에 표출되는 문서를 현행 방식이 아닌 infodepot.korea.ac.kr과 연동(예시: http://infodepot.korea.ac.kr/lecture1/lecsubjectPlanView.jsp?year=2022&term=2R&grad_cd=0136&col_cd=9999&dept_cd=5204&cour_cd=ACEE226&cour_cls=01&cour_nm=&std_id=&device=WW )하는 방식으로 수정하기 바람.

2. 강의자료, 과제 및 시험에 있어서도 항목별 게시 시간을 표출하면 좋을 것 같음. 교수마다 최신 자료가 위에 오게 하는 경우도 있고, 아래에 오게 하는 경우도 있어 일관성이 전혀 없음.

3. 그 외에 출석현황이나 최종 성적, 학점처리 등이 교수자가 블랙보드를 별도로 조작할 필요 없이 학교 전산상 연동되어 자동으로 수강자가 블랙보드에서 모든 것을 확인할 수 있도록 기능을 다변화해도 좋을 것 같음.",4,,3,"유튜브나 구글 드라이브를 통한 시청과 달리 커먼즈 영상은 구식 비디오 플레이어 사용으로 다소 불편함. 구글에서 사용하는 HTML5 기반 플레이어, 또는 그에 준하는 플레이어를 적용할 것을 권고함. 또한 커먼즈의 경우 강의 저장 기능이나, 영상 제공 시한이 있는 경우 의무적으로 해당 시한을 표출하도록 해도 좋을 것 같음.",4,,3,"토론 UI가 굉장히 구시대적으로 이용에 불편함이 있음. 게시글 작성, 댓글 및 대댓글(답글) 버튼 등이 전혀 직관적이지 못함.",1,본인 기준으로 블랙보드 내 UI에서 이런 기능을 접했던 적이 없음. 코스 메뉴에 먼저 이 기능을 제공한 뒤에 재설문 바람.,4,,4,"닉네임이 '학번 + 이름' 식으로 설정되도록 자동으로 설정되었으면 좋겠음. 현재 실시간 강의 도구의 출석체크는 교수자가 접속 이력을 확인하는 식으로 대개 진행되고 있는데, 수강자가 설정한 닉네임에 의존하는 탓에 닉네임이 실명과 다르게 설정되어 있거나 동명이인이 있는 경우 혼란이 발생하고 있음. 따라서 닉네임을 고정하거나, 닉네임이 아닌 다른 진보된 방식으로 출석체크를 진행할 수 있도록 추가 도구를 제공하면 좋을 것 같음.

더불어 수강자 또한 실시간 강의 도구에서 본인의 출석 현황을 확인할 수 있으면 좋겠음.",2,"블랙보드에서의 성적과, 실제 학점 산정에 있어서의 성적 반영 비중이 달라, 블랙보드에서 제공하는 총 성적이 의미를 상실한 상황임. (가령 블랙보드 상 100점 만점의 시험이 실제 학점 산정에는 30% 반영되는 등) 이러한 딜레마에 대해 개선 방안을 강구해 보길 바람.","현재 블랙보드 UI는 대체적으로 디자인하다 만 것 같은 구시대적인 분위기가 매우 강하며 여러 기능이 직관적으로 눈에 들어오지 않아, 과연 제대로 된 시스템인지에 대한 의문이 강하게 남아 있음. 오히려 쿠카이브의 '학습활동' 메뉴가 훨씬 직관적으로 다가오는 실정인데, 용역을 맡기든 여하의 방식을 통해 유저 인터페이스를 직관적이고 편리하게 개선할 것을 요망함.

더불어 현재 고려대학교의 학생 온라인 업무가 포털(KUPID; 학적사항, 성적처리, 장학금 등 실업무), 블랙보드(KULMS; 학업), 쿠카이브(Kuchive; 비교과라지만 정작 이수과목으로의 확장성을 띠고 있음), 네이버웍스(메일 용도이지만 캘린더, to-do list, 설문 등의 기능도 제공)로 파편화되어 있어 비효율을 초래하고 있음. 특히 학생에게 가장 중요한 기능을 담당하고 있는 포털은 블랙보드보다도 더한 구시대적 UI, 사용하지 않는 메뉴 등 방치 상태나 다름없어, 블랙보드 시스템을 개선하는 땜질식 처방보다도 이 넷을 통합하여 단일 도구에서 모든 활동을 수행할 수 있는 편리한 새로운 시스템을 구축하는 것이 더 낫다는 것이 본 설문 응답의 궁극적인 요지임.",차세대 학습관리시스템(LMS) 도입 희망,,"앞선 블랙보드 만족도 설문문항에서 답했듯, 현행 블랙보드 시스템은 오래되고 비직관적인 UI, 포털-쿠카이브-네이버웍스와 기능 분산 및 파편화 등으로 실질적으로 훌륭한 시스템이라고 평가하기 어려움. 낡은 시스템을 고치는 것보다는 새로운 대체 시스템을 구축하는 것이 서비스자 입장에서도 저렴하고, 사용자 입장에서도 훨씬 나음. 비단 LMS에만 한정되는 것이 아니라, 기존의 중요하지만 낙후된 KUPID, UI는 훌륭하지만 충분히 활용되지 않고 있는 쿠카이브, 중복된 기능을 제공하고 있는 네이버웍스를 통합해 교원 및 학생에게 통일된 편리한 단일 시스템을 구축하여 제공할 것을 권고하는 바임.","1. 현재 블랙보드에서 여러 기능을 제공하고 있지만, 실제로 수업에서 활용되는 기능은 공지사항, 강의자료 업로드, 과제 제출, 토론방, 실시간 플랫폼, 성적 확인에 그치고 있음. 메시지, 저널, 위키, 블로그 등의 기능은 활용하는 교수자를 본 적이 없음. 이처럼 수업에 꼭 필요한 기능은 꼭 유지되어야 할 것이지만, 블랙보드에서 제대로 활용되지 않는 기능의 경우에도 해당 기능이 불필요해서가 아닌, UI의 불편함으로 인해 기피되거나 존재 자체가 알려지지 않은 경우이므로 제거가 아닌 활용하는 방향으로 나아가야 할 것임.

2. 그 외에 편리하게 활용하고 있는 기능으로는 캘린더에 마감일별로 과제를 정리하여 표출하는 기능임. 해당 기능 또한 향상된 가독성 및 기능으로 만나볼 수 있어야 할 것임.","1. 현재 블랙보드에서는 교수자가 공지사항을 업로드하거나 토론방을 통해 학우 간 대화를 나눌 수 있는 기능이 존재하기는 하지만, 전부 '게시물' 형태의 일방향적 소통 수단이기 때문에 쌍방 소통의 기능이 제공되지 않고 있는 상황임. '메시지' 기능이 존재하기는 하지만 아무도 사용하지 않는 상황이며, 이 때문에 교수자가 별도로 카카오톡 오픈채팅방을 개설하는 수고를 들이는 경우도 존재하는 상황임. 차세대 시스템이 구축된다면 카카오톡 채팅방과 유사한 단체방, 개인 메시지 기능을 반드시 구축해야 할 것이며, 구축에 그치지 않고 적극적으로 활용할 수 있도록 유도해야 할 것임.

2. 학업에 활용되는 수단뿐만 아니라, 최종 성적처리, 출결처리 등까지 총망라하는 일원화된 단일 시스템이 구축되기를 소망함."
2022/10/31 9:12:37 AM GMT+9,Q4523laz,고려대학교 KU-KIST 융합대학원 NBIT전공,석박사통합과정,여,4,1주에 3회 정도,오후2 (15:00-18:00),5,크롬(Chrome),5,4,5,5,실시간 화상강의(Zoom),과제,없음,네트워크 불안정으로 접속 끊김 현상,영상 출석콘텐츠 수업 경험 없음,없음,매우 만족,접속 오류로 인한 수업 끊김,없음,4,4,코스 화면 접속,4,4,코스가 학기 순서대로 뜨지 않음,5,,4,,5,,5,,5,,5,,5,,5,,5,,4,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/31 11:26:33 AM GMT+9,B7818uni,생명과학대학 생명과학부,3학년,여,4,하루에 한 번,오전 (6:00-12:00),2,Mac용 사파리,4,5,4,5,외부 URL 또는 YOUTUBE 제공,영상 출석콘텐츠 외 자료 제공,실시간 화상강의 수업의 질,시스템 불안정,만족,재생 오류로 인한 끊김;상호작용 불가로 인한 질의응답 어려움,만족,접속 오류로 인한 수업 끊김,없음,3,3,"실시간 화상강의(Zoom, Collaborate) 참여",3,2,"자동로그인 설정  오류, 주기적으로 사라지는 과거 공지사항 알림",4,최신 코스가 가장 먼저 자동으로 올라왔으면 좋겠습니다.,4,필요없는 메뉴 간소화,1,"자동으로 과거 공지사항이 사라지고 아주 옛날 시험 성적만 공지 사항으로 남는데, 이렇게 자동으로 공지 사항이 사라지지 않았으면 합니다.",4,구글 드라이브 용량이 작습니다.,5,없습니다. ,4,실제로 잘 활용되지 않는 것 같습니다.,5,없습니다.,5,없습니다.,4,접속에 상당한 시간이 소요됩니다.,4,성적 분포를 핸드폰 어플에서도  확인하고 싶습니다.,접속 시간을 줄여주세요,현재 학습관리시스템(LMS) 블랙보드 유지,굳이 학교 구성원이 아닌 이들의 접속이 필요한가 의문입니다.,,,
2022/10/31 12:59:56 PM GMT+9,C9900juc,생명과학대학 생명공학과,1학년,여,2,하루에 3회 이상,저녁 (18:00-24:00),4,크롬(Chrome),4,4,4,4,실시간 화상강의(Collaborate),과제,없음,블랙보드 기능 사용의 어려움,보통,출석 반영 오류,만족,없음,과제·퀴즈 피드백,2,4,없음,4,4,접속이 안될 때가 잦음. ,4,모바일에서는 매번 1학기 fall임을 선택한 뒤에 코스를 찾아봐야하는게 불편함. 모바일에서도 컴퓨터에서랑 마찬가지로 현재 수강 중인 학기의 코스가 제일 먼저 떴으면 좋겠음.,4,"강의자료!!!!!!! 갤럭시 탭만 그런 것인지는 잘 모르겠는데, 요즘 ppt나 pdf 내보내기가 안돼서 너무너무너무너무너무 불편함. ",4,,3,,4,,4,,4,,4,,4,,4,,"강의자료!!!!!!! 갤럭시 탭만 그런 것인지는 잘 모르겠는데, 요즘 ppt나 pdf 내보내기가 안돼서 너무너무너무너무너무 불편함.  <<<시급히 시정해주세요",상관없음,,,,
2022/10/31 2:16:16 PM GMT+9,A8743seo,과학기술대학 컴퓨터정보학과,석사과정,여,4,하루에 한 번,오후2 (15:00-18:00),4,크롬(Chrome),4,5,5,5,녹화영상(영상 출석콘텐츠),퀴즈/시험,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,영상 출석콘텐츠 수업 경험 없음,없음,만족,접속 오류로 인한 수업 끊김,없음,4,5,SSO 통합 로그인,5,4,연결이 더 잘 되면 좋을 것 같습니다.,5,현재로도 충분합니다.,5,현재로도 충분합니다. 만족해요.,5,충분히 만족스럽습니다.,5,사용해보지 않았습니다.,4,가끔 로딩이 너무 오래 걸릴 때가 있습니다.,4,잘 사용되지 않는 것 같습니다.,5,너무 좋아요.,5,없습니다.,5,좀 더 소통이 되었으면 좋겠습니다.,5,학생 성적란을 한눈에 보기 힘듭니다.,로그인 과정에서 가끔 안될 때가 있습니다.,현재 학습관리시스템(LMS) 블랙보드 유지,현재 LMS도 만족스럽기 때문에 딱히 도입을 안해도 될 것 같습니다.,,,
2022/10/31 3:18:43 PM GMT+9,F8593l9p,2022대학원스포츠융합학과 스포츠비즈니스,석사과정,여,2,하루에 3회 이상,오후1 (12:00-15:00),4,Mac용 파이어폭스,5,4,4,4,실시간 화상강의(Zoom),퀴즈/시험,실시간 화상강의 수업의 질,온라인수업 시 집중 저하,매우 만족,영상 분량이 부족하거나 많음,매우 만족,접속 오류로 인한 수업 끊김,메시지,4,4,"강의 동영상 재생;실시간 화상강의(Zoom, Collaborate) 참여",5,4,없음,4,코스 다 나와야됩니다.,4,,4,,4,,4,,5,,5,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/31 5:20:52 PM GMT+9,Q9575wbm,공과대학 신소재공학과,2학년,남,4,하루에 한 번,저녁 (18:00-24:00),3,크롬(Chrome),5,5,5,5,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,시험의 공정성,네트워크 불안정으로 접속 끊김 현상,매우 만족,음향이 작거나 울림;영상 분량이 부족하거나 많음,만족,음향이 작거나 울림;접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,5,"실시간 화상강의(Zoom, Collaborate) 참여;SSO 통합 로그인;코스 화면 접속",5,3,,4,,5,,4,,5,,4,,3,,5,,3,,5,,3,,,현재 학습관리시스템(LMS) 블랙보드 유지,,,,
2022/10/31 10:51:11 PM GMT+9,X1659aro,보건과학대학 보건환경융합과학부,3학년,여,4,하루에 3회 이상,오후1 (12:00-15:00),5,Mac용 사파리,4,5,4,4,실시간 화상강의(Collaborate),퀴즈/시험,교수-학생·학생-학생 간 의사소통의 부족,시스템 불안정,만족,영상 화질이 선명하지 않음,만족,접속 오류로 인한 수업 끊김,과제·퀴즈 피드백,4,5,코스 화면 접속,4,4,활동 스트림이 잘 업데이트 되지 않는데 이 부분을 개선해주셨으면 좋겠습니다.,4,코스 순서를 자유롭게 배열할 수 있으면 좋겠음,4,성적 메뉴가 보이지 않는 과목이 있는데 학생이 자유롭게 열람할 수 있으면 좋겠음,5,없습니다,4,영상을 처음 시청할 때 앞으로 넘어가지 않는 것이 불편합니다,5,과제 제출하는 데 시간적인 delay가 발생합니다,4,익명 선택 기능이 생겼으면 좋겠습니다,4,해당 영상에서 출석 상태를 바로 확인할 수 있으면 좋겠습니다,5,"락다운 브라우저로 시험을 응시하려고 했는데 튕긴 적이 있습니다
네트워크가 더욱 안정하면 좋을 것 같습니다",4,콜라보레이트 무음 모드가 생겼으면 좋겠습니다,5,성적 현황이 한 눈에 들어오지 않음,모바일 앱에서 활동 스트림이 제대로 업데이트 되지 않는 점이 가장 불편합니다 ,현재 학습관리시스템(LMS) 블랙보드 유지,현재 사용하고 있는 시스템에 적응했고 충분히 좋은 성능을 가지고 있는 것 같다 ,,,
2022/11/01 9:49:47 AM GMT+9,I4170ook,교육대학원 미술교육전공,석사과정,여,4,하루에 한 번,저녁 (18:00-24:00),5,크롬(Chrome),4,4,4,3,실시간 화상강의(Zoom),토론,교수-학생·학생-학생 간 의사소통의 부족,네트워크 불안정으로 접속 끊김 현상,만족,재생 오류로 인한 끊김;상호작용 불가로 인한 질의응답 어려움,만족,영상 화질이 선명하지 않음;접속 오류로 인한 수업 끊김,토론방,4,4,"실시간 화상강의(Zoom, Collaborate) 참여;과제 업로드",3,3,"콜라보레이트 이용 어려움, 사용에 어려움 생기면 해외 사이트 인 것 같아 응대가 느린 것 같음",3,코스 순서를 자유롭게 배열할 수 있으면 좋겠음,4,"교수님 또는 조교님께 바로 이메일 보내는 기능, 메시지 보내는 기능 ",4,없습니다,4,"클릭 활동이 있어야 하는 것, 출석 확인이 바로 안 되는 강의도 있는 것이 불편합니다.",4,없습니다,5,본인 글 수정 및 삭제가 가능했으면 좋겠습니다.,4,"제 출석 현황을 확인하지 못할 때도 있는데, 모든 녹화영상 출석 확인이 가능했으면 좋겠습니다.",4,없습니다.,4,학기 초에 메뉴가 안 보이는 경우가 많은데 교수님이 어떻게 메뉴보이기를 해야할지 모르십니다. 기본값을 보이게 하면 좋겠습니다.,3,좀 더 직관적으로 성적 현황이 보였으면 좋겠습니다.,"처음 사용하는 사용자가 쓰기에는 조금 어렵게 되어있는 것 같습니다. 지금보다 더 직관적인 클릭이 가능하도록 개선되면 좋겠습니다. 
또 수업 조교 활동을 할 때 코스 도구로 사용하지 않는 기능들도 많이 있는 것 같습니다. 사용을 권장하는 도구들만 놔두고 다른 도구는 안 보이게 해주시면 좋을 것 같습니다.",상관없음,,,,
2022/11/01 10:53:21 AM GMT+9,X5887ham,일반대학원 교육학과 교육공학전공,석사과정,여,3,1주에 3회 정도,저녁 (18:00-24:00),5,크롬(Chrome),3,2,4,5,녹화영상(영상 출석콘텐츠),토론,교수-학생·학생-학생 간 의사소통의 부족,블랙보드 기능 사용의 어려움,만족,상호작용 불가로 인한 질의응답 어려움;출석 반영 오류,매우 만족,없음,토론방,4,3,없음,4,4,자동로그인이 안되어서 접속할 때마다 로그인해야하는 점 / 용량 및 캐시데이터 정리 기능 필요,4,코스 화면 구성 커스터마이징 / 특정 과제나 시험 기한이 각 박스에 표시될 수 있도록 하기,2,"어차피 교수자의 권한으로밖에 수정이 안되지않나요, 그런데 교수님들께서 이 기능을 잘 모르시는 것 같습니다. 교수자 페이지에서도 메뉴 세팅이 너무 어렵고 (직관적이지가 않습니다) 복잡하다보니까 잘 안건드리시는것 같네요..",5,공지사항 모음을 한눈에 볼수있도록 게시판 (네이버 블로그 포스트 목록 같이) 리스트가 생기면 좋겠습니다.,5,클릭 활동과 출석 데이터 간의 연관성을 정확히 명시해두면 좋겠습니다. 많은 학생들이 이에 대해 혼란을 느껴 잘못된 정보를 생산해내곤 합니다.,4,"불편한 점이 없습니다만, 사용법에 대한 설명이나 매뉴얼이 마련되면 좋겠습니다.",2,인터페이스가 이용자의 시선을 끌지 않고 다소 둔한 디자인으로 이루어져 있습니다. ,5,-,5,-,5,딱히 없습니다. 영상 자동저장 및 공개 기능이 특히 좋습니다 (콜라보 한정) 그런데 zoom의 경우 이제 고려대의 구글 스페이스 계정이 만료된다는데 사후 대처 방식에 대해 공지가 이루어지면좋겟습니다.,3,성적 기능의 경우 교수자의 역할이 중요하기 때문에 관리자분들은 크게 관여하실곳이 없다고 봅니다.,"코스 교수자 기능으로 코스를 운영해본적이 있는데, 아무리 기능이 많고 개선이 되어도 교수자/관리자 입장에서 세팅 메뉴가 복잡하고 어려우면 건드리려 하시지 않을거같고, 학생입장에서도 소용이 없게 됩니다. 코스관리 메뉴에 이해하기 어려운 텍스트가 많아서, 그냥 일반 텍스트도 많아서 피로도를 느끼게 되는듯 싶습니다. ",차세대 학습관리시스템(LMS) 도입 희망,,"새로운 인터페이스, 새로운 디자인, 버그 수정",영상 출석 현황 확인 시스템 / 교수자 채점페이지에서 코멘트및피드백 작성란 / 콜라보레이트 같이 자동으로 영상이 저장되고 공개가 되는 기능 / 교수자 전용 매뉴얼,관리자의 코스관리메뉴에서 메뉴 버튼별로 물음표  아이콘을 넣어서 설명을 넣는게 필요합니다. 마우스만 올리면 안내가 뜰수있도록
2022/11/01 2:32:17 PM GMT+9,J7009g9w,공과대학 산업경영공학부,4학년,남,4,하루에 3회 이상,저녁 (18:00-24:00),4,크롬(Chrome),4,5,3,4,녹화영상(영상 출석콘텐츠),영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,없음,만족,음향이 작거나 울림;출석 반영 오류,만족,없음,"수업용 화상강의 외 별도의 추가적인 화상강의(Zoom, Collaborate)",4,5,출석 반영 오류,4,3,사용하지 않음,5,코스 순서 자율화,5,,5,공지사항이 일주일 지나면 사라지는 걸로 알고 있는데 그거 말고 본인이 x 버튼 눌러서 없애게 해주세요,4,,5,,5,,5,,5,,5,,5,,,현재 학습관리시스템(LMS) 블랙보드 유지,쿠카이브처럼 비슷한 것의 존재,,,
2022/11/01 6:22:39 PM GMT+9,T5713hyg,공과대학 전기전자공학부,1학년,남,2,하루에 3회 이상,오후1 (12:00-15:00),3,크롬(Chrome),4,4,4,4,온라인수업(비대면)을 선호하지 않음,영상 출석콘텐츠 외 자료 제공,교수-학생·학생-학생 간 의사소통의 부족,온라인수업 시 집중 저하,만족,상호작용 불가로 인한 질의응답 어려움,보통,수업 내용 이해의 어려움;출석 반영 오류,과제·퀴즈 피드백,3,5,과제 업로드,4,1,과제 제출  안돼서 날려먹는경우가 있음,3,"자유 배열, 과목 이름 설정",5,X,5,X,5,X,1,"웹 버전은 문제가 없으나, 모바일 앱의 경우 과제 제출이 되지 않는 경우 많음",5,,3,,5,,5,,5,,,차세대 학습관리시스템(LMS) 도입 희망,,,기존의 모든 기능,
